Barcode,Name,Price,Category,Stock,Artist,Emoji,Image,Description,IsSetPriced,SetGroupName,SET1_QTY,SET1_Price,SET2_QTY,SET2_Price,SET3_QTY,SET3_Price
1076,ark end สตก04,10,Stickers,100,PIM,,pim_arkสตก_04.jpg,,FALSE,,,,,,,
1077,ark end สตก05,10,Stickers,100,PIM,,pim_arkสตก_05.jpg,,FALSE,,,,,,,
1078,plave01,35,Photo card,100,PIM,,pim_plave_01.jpg,,TRUE,plave photo,5,150,,,,
1079,plave02,35,Photo card,100,PIM,,pim_plave_02.jpg,,TRUE,plave photo,5,150,,,,
1080,plave03,35,Photo card,100,PIM,,pim_plave_03.jpg,,TRUE,plave photo,5,150,,,,
1081,plave04,35,Photo card,100,PIM,,pim_plave_04.jpg,,TRUE,plave photo,5,150,,,,
1082,plave05,35,Photo card,100,PIM,,pim_plave_05.jpg,,TRUE,plave photo,5,150,,,,
1083,พกจ บาส01,100,Acrylics,100,PIM,,pim_พกจบาส_01.jpg,,FALSE,,,,,,,
1084,พกจ บาส02,100,Acrylics,100,PIM,,pim_พกจบาส_02.jpg,,FALSE,,,,,,,
1085,พกจ บาส03,100,Acrylics,100,PIM,,pim_พกจบาส_03.jpg,,FALSE,,,,,,,
1086,บาส01,5,Stickers,100,PIM,,pim_บาส_01.jpg,,FALSE,,,,,,,
1087,บาส02,5,Stickers,100,PIM,,pim_บาส_02.jpg,,FALSE,,,,,,,
1088,บาส03,5,Stickers,100,PIM,,pim_บาส_03.jpg,,FALSE,,,,,,,
1089,downpour,180,Books,100,PIM,,pim_downpour_01.jpg,,FALSE,,,,,,,
1090,แผ่นแรคคูน,50,Stickers,100,PIM,,pim_ดันเม_01.jpg,,FALSE,,,,,,,
1091,แผ่นดันเมชิ,50,Stickers,100,PIM,,pim_แรค_01.jpg,,FALSE,,,,,,,
1092,orv dokja sticker,5,Stickers,100,Dream,,Dream_orvsticker_01.jpg,,FALSE,,,,,,,
1093,orv junghyoek sticker,5,Stickers,100,Dream,,Dream_orvsticker_02.jpg,,FALSE,,,,,,,
1094,สติกเกอร์แผ่นแมว1,29,Stickers,100,Dream,,Dream_แมวแผ่น_01.jpg,,TRUE,แผ่นแมว set,2,49,,,,
1095,สติกเกอร์แผ่นแมว2,29,Stickers,100,Dream,,Dream_แมวแผ่น_02.jpg,,TRUE,แผ่นแมว set,2,49,,,,
1096,พวงกุญแจPlave อึนโฮ,59,Acrylics,100,Dream,🐺,Dream_plaveพวงกุญแจ_01.jpg,,TRUE,plave set,2,109,5,249,,
1097,พวงกุญแจPlave แบมบี้,59,Acrylics,100,Dream,🦌,Dream_plaveพวงกุญแจ_02.jpg,,TRUE,plave set,2,109,5,249,,
1098,พวงกุญแจPlave เยจุน,59,Acrylics,100,Dream,🐬,Dream_plaveพวงกุญแจ_03.jpg,,TRUE,plave set,2,109,5,249,,
1099,พวงกุญแจPlave โนอา,59,Acrylics,100,Dream,🦙,Dream_plaveพวงกุญแจ_04.jpg,,TRUE,plave set,2,109,5,249,,
1100,พวงกุญแจPlave ฮามิน,59,Acrylics,100,Dream,🐈‍⬛,Dream_plaveพวงกุญแจ_05.jpg,,TRUE,plave set,2,109,5,249,,
1101,orv dokja Keychain,109,Acrylics,100,Dream,,Dream_orvkc_01.jpg,,TRUE,Keychain_ORV,2,180,,,,
1102,orv junghyoek Keychain,109,Acrylics,100,Dream,,Dream_orvkc_02.jpg,,TRUE,Keychain_ORV,2,180,,,,
1103,แฟ้มลับฉบับสัตว์โลก,89,Books,100,Dream,,Dream_แฟ้ม_01.jpg,,FALSE,,,,,,,
1104,Lucifer Standee 6 cm,149,Acrylics,100,Dream,,Dream_luci_01.jpg,,FALSE,,,,,,,
1105,OC Gold Melon ,39,Postcard,100,Dream,,Dream_oc_01.jpg,,TRUE,Postcard_Dream,2,69,3,89,,
1106,OC Pearl Paint,39,Postcard,100,Dream,,Dream_oc_02.jpg,,TRUE,Postcard_Dream,2,69,3,89,,
1107,OC Snow Crystal,39,Postcard,100,Dream,,Dream_oc_03.jpg,,TRUE,Postcard_Dream,2,69,3,89,,
1108,Sticker Stamp 5 cm,15,Stickers,100,Dream,,Dream_stamb_01.jpg,,FALSE,,,,,,,
1109,แมวเดี่ยว01,5,Stickers,100,Dream,,Dream_แมว_01.jpg,,FALSE,,,,,,,
1110,แมวเดี่ยว02,5,Stickers,100,Dream,,Dream_แมว_02.jpg,,FALSE,,,,,,,
1111,แมวเดี่ยว03,5,Stickers,100,Dream,,Dream_แมว_03.jpg,,FALSE,,,,,,,
1112,สัตว์โลก01,10,Stickers,100,Dream,,Dream_สัตว์_01.jpg,,FALSE,,,,,,,
1113,สัตว์โลก02,10,Stickers,100,Dream,,Dream_สัตว์_02.jpg,,FALSE,,,,,,,
1114,สัตว์โลก03,10,Stickers,100,Dream,,Dream_สัตว์_03.jpg,,FALSE,,,,,,,
1115,สัตว์โลก04,10,Stickers,100,Dream,,Dream_สัตว์_04.jpg,,FALSE,,,,,,,
1116,สัตว์โลก05,10,Stickers,100,Dream,,Dream_สัตว์_05.jpg,,FALSE,,,,,,,
1117,Clear Sticker 5 cm - croc 1 ,15,Stickers,100,Dream,,Dream_croc_01.jpg,,TRUE,croc_set,3,40,,,,
1118,Clear Sticker 5 cm - croc 2,15,Stickers,100,Dream,,Dream_croc_02.jpg,,TRUE,croc_set,3,40,,,,
1119,Clear Sticker 5 cm - croc 3,15,Stickers,100,Dream,,Dream_croc_03.jpg,,TRUE,croc_set,3,40,,,,
1120,Sticker Sheet A6 - Croc,39,Stickers,100,Dream,,Dream_crocแผ่น_01.jpg,,FALSE,,,,,,,
1121,Sticker Sheet A7 - Croc,19,Stickers,100,Dream,,Dream_crocแผ่น_02.jpg,,FALSE,,,,,,,
1122,Croc อยู่ไม่ไหว,5,Stickers,100,Dream,,Dream_crocไม่ไหว_01.jpg,,FALSE,,,,,,,
